,Label,Src Port,Dst Port,Protocol,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Traffic Type
Bwd IAT Total,-0.24720396251463328,0.046997055728394486,0.009833473484074864,0.015108642221800434,0.0681214124791024,0.028721060567781263,0.10832350947819505,0.004854374837199033,0.11181508790444497,0.0013984866732200073,-0.04124350200295755,-0.032744543125669164,0.1375482461868395,0.4676110660937572,0.023906668392013476,0.29293884245262725,0.4136671023661443,-0.00032035873198689734,-0.000898434720114701,-0.016880673218155787,0.03906177497949286,0.05406335665619605,-0.022946697539921783,0.057381031167982294,-0.006175240864096505,0.08298083081673147,0.04434839278682818,-0.022108950806898734,0.9999999999999998,0.6739647919135557,0.7518834728807021,0.8275192609183689,0.27595572936949386,-0.015679316386450565,-0.01902000991823818,0.22167603188353838,0.2468074715131207,-0.0008498371031722893,-0.004698639176854422,-0.01927400563323164,0.027605856726491153,-0.025956232413109282,0.016874971470572372,0.0016169943760209965,0.09937957576653202,0.06306237151349642,-0.06828713396146811,0.28143463029321353,0.23865823254291496,-0.014487044568146142,-0.013428542046088397,-0.01381450745054885,0.1421274489172255,-0.02908957202272562,-0.032744543125669164,0.2929388424526273,0.050240562686419035,0.07692433383693903,4.761161548908118e-05,0.03309902376857019,0.009230281076246134,0.08710025322210194,0.07368049231280396,0.34218028739906714,0.024596971192721296,0.06319007239419155,0.05635666207741554,0.044304374324604476,0.09841295777215554,0.06180468487161359,0.02903818680248178,0.045366412139172876,0.04399059900210793,0.049312875914853144,0.03857119577756448,-0.017698534345401775
Bwd IAT Mean,-0.009564520589547949,0.04450555058979419,-0.0015195700207731064,0.050711452098071284,0.04262450433952639,0.0026644015118550903,0.0015849315444892453,-0.0005224093735429609,0.0007045610440781216,-0.004167091360920615,-0.03934014127607548,-0.0312628439926027,0.13459010948827985,0.40208416010845094,0.05258865720550989,0.2945835875670747,0.42534441646414184,-0.0008286648240910828,-0.000916194925340374,-0.007995352184059189,0.0512987746053891,0.05777424394662742,-0.020365141120025576,0.03184893345237369,0.008278864661655533,0.07242598461207694,0.04806451061694267,-0.005274118069498114,0.6739647919135556,0.9999999999999999,0.6442515528199858,0.8298253561553202,0.7674996550829857,-0.018580011171319584,-0.01852393888398088,0.0070576853555148296,0.00677772942227426,-0.00085142714489444,-0.006258184489400862,-0.017527723745326018,0.018533205516465076,-0.025084210330577412,0.015569841564547103,0.0007025938421691629,0.07351968390408967,0.05201696240433132,-0.054625109656714736,0.005479449783469877,0.0069199172342142515,-0.013839344612990351,-0.012686900279072646,-0.01304804581496732,0.0156627565286807,-0.027839559168204377,-0.0312628439926027,0.2945835875670747,-0.00019146706491008427,0.0004780617523208361,-1.6254457541100433e-05,0.0031463352520575737,-0.0010775641341298579,0.0036917643150159644,0.0010700322124209153,0.2723851106553021,0.02391828782851429,0.0007058861350904705,0.021214528581433495,0.00047838217890830014,0.015784366783305488,0.0031227792024802786,-0.0020672965815763276,0.05133476944923353,0.04748171855740303,0.05539439038667093,0.04412667840710376,-0.023990798799404304
Bwd IAT Std,-0.006510330851963772,0.04975955604881616,-0.005874869705725636,-0.00689665087891113,0.04856365195897851,0.0074111876660038056,0.002505637887976091,-0.00045342406452651457,0.0013261857244369877,0.005541080729534355,-0.04445524921438964,-0.03305618423259747,0.19045387518253884,0.5573594816687093,0.005823030300781742,0.36704783887072606,0.598833674209593,-0.0008923250015458647,-0.000992663907448711,-0.019181209565168337,0.046858725519791485,0.06761328945994596,-0.025468353190279278,0.03842475681810449,-0.01000024323623702,0.1172690363645504,0.05655060831943894,-0.03320411909760911,0.751883472880702,0.6442515528199858,0.9999999999999999,0.928189047571837,0.018157372106632014,-0.020473095958608946,-0.020333447790617055,0.012139759416183674,0.011260569415338614,-0.0009227544694399483,-0.006755048252380791,-0.021259908738675448,0.03778408184834848,-0.025637141962908706,0.03172593913224277,0.006811652324547695,0.12326132561577813,0.07715727022340925,-0.06169389216267968,0.009882710991981817,0.011955061802480611,-0.016018821508844216,-0.014746450224388646,-0.014998975800459766,0.004296251759174332,-0.029218249881042564,-0.03305618423259747,0.36704783887072606,-4.091895740702197e-05,0.0012623179262693683,1.1256930127781775e-05,0.007922833300210451,-0.0004968134826690246,0.005177240124653527,0.0017246884296903294,0.4119305049976535,0.025473257947093392,0.0014126626509263875,0.07179594712599942,0.0012545486486409507,0.01979038018267437,0.004096467610048275,-0.001771021600125824,0.05819634094571811,0.06163852051252569,0.0641278761035811,0.04846309809911505,0.0022924985480851988
Bwd IAT Max,-0.018862915764879078,0.04847399108846251,-0.0016554345287438377,0.01713982870404213,0.05348689970799741,0.013219133745234046,0.009759197330116745,-0.00022989945242080158,0.007277195703663711,-0.0017089474144269898,-0.0437591293373819,-0.03415309086605658,0.1580362436665012,0.4733225866137946,0.02536189198240326,0.31254947957911455,0.4896535402123346,-0.0008698118298146779,-0.0009877277253201242,-0.014869979469896141,0.052825614151492326,0.0717563728015723,-0.024129869694503942,0.040768012296475524,-0.0022464864923994244,0.10528384184243718,0.05865254077771441,-0.02225222877386554,0.8275192609183689,0.8298253561553203,0.9281890475718371,1.0,0.34502223174733326,-0.020244599080106628,-0.020251560792647467,0.022869363099056288,0.023605264188689617,-0.0009189691185956088,-0.006644004931653087,-0.020385308455581452,0.02542034683035026,-0.027572526715190688,0.020691526749806195,0.002151577126844947,0.11400519264313773,0.06838727268385089,-0.06805237018218843,0.024310890312120432,0.023973675260604527,-0.015667364642715138,-0.014399755741053935,-0.014715582637387632,0.016960721429810054,-0.030676579535088733,-0.03415309086605658,0.31254947957911455,0.0024245532553739645,0.00503617666646672,1.9942795966981016e-05,0.0140069218820414,-0.00047270053045039357,0.012166926211129338,0.008337135887179506,0.3645632467616111,0.025623961483576475,0.0047301587654213,0.0564674872038869,0.004010406048900537,0.023836838055599708,0.0075798346539198026,0.00038073306661196964,0.0638301804100303,0.056046716323587896,0.06831686503479695,0.05547034656618195,-0.005145947196649171
Bwd IAT Min,-0.004732235466222519,0.015341284002549105,0.004085553197058306,0.07251272644630138,0.01650869204520082,-5.846043141119898e-05,0.0002368768866279874,-0.00031023468113980894,-9.401373910181407e-06,-0.012583625989177146,-0.013482976485988004,-0.013210097872474671,0.003809793479255324,0.023635892889819415,0.06304721311925143,0.047184295640373936,0.009608507522213833,-0.0003212786960759047,-0.0003490044479512641,0.0061347875975484994,0.02911778854481981,0.021903455399356883,-0.004848918128099629,0.009773638809588946,0.019616003724790637,-0.00314848588370211,0.016786075792553166,0.02160506719705308,0.27595572936949386,0.7674996550829857,0.018157372106632014,0.34502223174733326,1.0,-0.006957981166982783,-0.006888357382197771,-0.0005091218790405993,0.00029116762283220497,-0.0003240992878079015,-0.0024064149153678743,-0.00476941434413278,-0.011966091769445976,-0.011861349477530404,-0.010142665957102226,-0.006426257679993012,-0.0034416392189696153,0.0015559945764323554,-0.023649341811056445,-0.00014493400235563098,-0.00021726811930991864,-0.004575758313262254,-0.004106505399146192,-0.004318157651379013,0.018725088307070353,-0.012211105240335206,-0.013210097872474671,0.047184295640373936,-0.00010770365220661206,-9.66452382703519e-05,-2.3935729340321393e-05,3.8783219726240706e-05,-0.0011189295876673042,0.0008371608317448672,7.467768777998322e-05,0.004594574093836324,0.009400073949857106,-3.909668717351764e-05,-0.03127868550498204,-0.0010666682740452507,0.00167135255352295,-0.0003939315441122618,-0.0014987606321938,0.022363471509474146,0.006780846161268974,0.021695243589082924,0.0220229141529114,-0.03053969784874564
Fwd PSH Flags,0.0007762595893431328,-0.01561399563504832,0.009937951643095268,-0.0758047722697377,0.010803803987761795,-0.0012034394129455874,-0.00013097817079452766,-0.0007851359729823866,-0.00182050432935992,-0.0008247649651625192,0.010025374517086627,0.006336938180792216,-0.04054442146444974,-0.026958344163933796,-0.008499038945881813,-0.0219835140472174,-0.025526038434364372,-0.0013300548157994857,-0.005761700936647781,-0.04193724688354294,0.030125523142415445,-0.018042560016698742,-0.06607026299870813,0.018511180102470493,-0.024147924958000087,0.036702473480339365,-0.011432554295371069,-0.036924520092698955,-0.015679316386450565,-0.018580011171319584,-0.020473095958608946,-0.020244599080106625,-0.006957981166982783,1.0,-0.1382266300210518,0.00020702368921086942,3.5398592355748005e-05,-0.005724782542832209,-0.0036391614092961743,-0.0257264675636345,-0.0025185167500544735,0.000172909161213452,0.018134753485972634,0.01081451868160439,-0.12638648677130593,-0.07376633739848427,-0.10183451736390965,0.03479540966982209,-0.0010231959077320711,-0.11181205747416918,-0.10240616837792252,-0.10371141881527822,0.02670184268753209,-0.007197570819811875,0.006336938180792216,-0.0219835140472174,-0.0021917850205578258,-0.002076838018710178,5.0837963241529184e-05,-0.0015867255264824978,-0.0021076854459093075,-0.0002046723657143915,-0.0007938810965760665,-0.04137260109489709,-0.007965318996713508,0.00011322870397439955,0.008595183803476906,0.03355540901425616,-0.009828382098958425,0.029553378382498004,0.03667386404465604,-0.02172207776752037,0.017686562995607433,-0.01582138368119275,-0.026325589781411154,-0.0022059304428986345
Fwd URG Flags,0.004497343559032794,-0.007922028346277622,-0.008526549530936178,-0.07367794235919566,-0.029834514225820844,-0.0014148390250248027,-0.00029145925151769983,-0.0016674332081077481,-0.0018635489115930266,-0.002945725194169523,0.0087302455493445,0.004418316542488989,-0.04460869011886223,-0.026946289814692468,-0.008190898675161741,-0.021885023985421862,-0.02548750851602785,0.0032723382880410186,-0.0050449586710058615,-0.0678508082752149,0.020419269363356418,-0.04435427921405008,-0.08596047617021477,-0.022803952611477513,-0.04515396232876408,0.012606117367899732,-0.03820204664544001,-0.0509090167475749,-0.01902000991823818,-0.01852393888398088,-0.020333447790617055,-0.020251560792647467,-0.006888357382197771,-0.13822663002105182,1.0,-0.004141122933944464,-0.0010371063964351897,-0.005271079386493372,0.021735744494449274,-0.05525624468500128,-0.0046293315259215715,-0.012058856847327413,0.04731828401518218,0.030817489608159093,-0.12497165729893998,-0.07183258772436778,-0.07791901578668267,-0.00750793013964053,-0.0023461367944156855,0.8080078122254121,-0.09953299172415653,-0.10080162117331808,0.07778104261352378,-0.015154076683889964,0.004418316542488989,-0.021885023985421866,-0.0021658858902121026,-0.00238308253478798,-0.00045319319136468767,-0.0020071930794254966,-0.00642813456017241,-0.0005992181798211392,-0.0008209171097955055,-0.04155568773463519,-0.00791730836937546,-0.0030337484800854234,0.0391998989509093,-0.009224967360701851,-0.015932689356813586,-0.011360204660646266,-0.006781177109897127,-0.04058300340541966,0.0030705847921969304,-0.03668301576127267,-0.043058143863363596,-0.01690585723061947
Fwd Header Length,-0.38167569513175276,0.010679543449071096,0.0022864490707256327,0.002746828259038206,0.04279507314222771,0.054911761625503534,0.21643609314714102,0.3674756557860355,0.7710152227477908,0.01065648527052622,0.0028453474959276586,0.0039096700471601235,0.011921077584593834,0.1592056284608146,-0.0004753940340340914,0.27716218585066765,0.061260693900230735,0.006403506566859722,-7.008518917420643e-05,0.005824528336850315,0.009550239766440238,0.01211622038543531,-0.000137810874116429,0.04339004373090546,0.006393277230128665,0.014579414317098666,0.012486839479059255,0.002003198915014217,0.22167603188353838,0.0070576853555148296,0.012139759416183674,0.022869363099056284,-0.0005091218790405993,0.00020702368921086942,-0.004141122933944464,0.9999999999999999,0.896282015334919,-0.00010863035904966822,0.0037159788110431107,0.01139877120636568,0.027654359046836587,0.01799569188560973,0.01175253375719339,0.013164512446049912,0.010223941968376123,0.0359377654756234,-0.020149174538928963,0.8389694652483956,0.9205563695954846,0.004302864390476901,0.00491986637569451,0.00393966789048693,-0.01501090338500572,0.010824796112140317,0.0039096700471601235,0.2771621858506676,0.6957155716646407,0.7335901103873815,0.0006409238617945343,0.0357999832788336,0.06782069475979746,0.1759517155661636,0.4269567026289759,0.06261430211532396,0.01617237123884841,0.4698741824769633,0.013128825812620926,0.0267320287947682,0.017351004275739653,0.028236822488005762,0.024995805070487993,0.009279207242644813,0.010730515287260389,0.011084003825051965,0.007342089767763563,0.008764445300894293
Bwd Header Length,-0.3130915293715361,0.008256023136852239,0.007943339392791147,-0.0036471434179488438,0.013718974466507163,0.0341918686675911,0.2533061278026608,0.010089855634055745,0.8872962497390643,-0.0005758338975651625,-0.007007769392030667,-0.006635389434768487,0.006201166222233455,0.14796356358812254,0.0005127117640804412,0.25221200788162096,0.051815416221996424,0.0047225080639282935,-0.0002409177975197959,-0.011137466425432787,-0.0014301811409933372,-0.007118917221202326,-0.010881529205828301,0.013581857633087375,-0.009457725690454513,-0.002025147073614205,-0.007364919330861805,-0.009047594618704479,0.2468074715131207,0.006777729422274261,0.011260569415338614,0.023605264188689617,0.00029116762283220497,3.5398592355748e-05,-0.0010371063964351897,0.8962820153349191,1.0,-0.0003195261830474435,0.007576960987412331,-0.009637934317718859,0.014928521279142659,0.001775157634059303,0.01838069416977153,0.01778671491854439,0.011652556141533864,0.009966797883374118,-0.01242398044898067,0.8750651239991607,0.9865372569904655,-0.0015235929462242427,-0.0014632049269740456,-0.0014470644729046057,0.09776553335375562,-0.0012849994368275333,-0.006635389434768487,0.25221200788162096,0.44792493573291664,0.48812558190481053,0.0010253897004192012,0.03882919522453707,0.020248624865007694,0.21366877829504563,0.5231007271613236,0.05864610582246857,0.005731858579646557,0.11543308517461923,0.015039388119817504,0.010191999946513097,0.01017620135401941,0.011427953200570764,0.009004685026067575,-0.007704260461712917,-0.0021413235698374347,-0.007581695033304885,-0.007581109368899048,0.0021009285968683505
Fwd Packets/s,-0.0036163598185344416,0.005246337641328309,0.009768082381430628,-0.003123232267977275,-0.011331917993026193,0.0007563467586781077,0.00014710593036557939,-0.00023217158748177526,-1.9440725321628927e-05,-0.012807280551555264,-0.012513522343418142,-0.012740936687622688,-0.0020493404506842206,-0.0011698072404692876,-0.00026922080822964486,-0.0008795186286444791,-0.0011412532382374407,0.03817552646613944,0.9999462479586111,-0.011270194780297138,-0.008016040881078924,-0.012008334550836771,-0.007653653751614357,-0.011091692251789147,-0.011617879196267625,-0.005428670083400255,-0.011833708235420614,-0.010414560973027872,-0.0008498371031722892,-0.0008514271448944398,-0.0009227544694399483,-0.0009189691185956088,-0.0003240992878079015,-0.005724782542832209,-0.005271079386493372,-0.00010863035904966823,-0.00031952618304744357,1.0,0.008543075022343031,-0.006326952539526607,-0.01283805242476382,-0.012304056788076232,-0.009299313138467649,-0.005480597121015046,-0.004643741699761741,-0.002810108353558306,0.026022197548555222,-0.0002751750873355334,-0.00012774795714009295,-0.004491919689419298,-0.0042583639766952475,-0.004328770320283894,-0.008441419464387255,-0.012212647476309216,-0.012740936687622688,-0.0008795186286444791,-2.344276163371034e-06,-9.225476765554459e-06,4.1753977672962666e-05,0.0006318436425761144,-0.0013055843075507952,0.000167177703804919,-1.8428048784060362e-05,-0.0023563602865350705,-0.00010931214472249108,-0.00042464548935797154,-0.0024977791745497916,-0.004686924897772816,-0.001224072325792531,-0.004579044703289578,-0.004658925262383995,-0.011079318358255109,-0.00393745475224533,-0.01101105591057676,-0.010740957887875617,0.02321986744414398
Bwd Packets/s,-0.0020682459396477336,0.004607642909139351,0.022671681254571623,-0.010667189092434746,-0.08479023503413838,0.004620036561926468,0.016133171618390608,-0.0016460525660240252,0.007030215196993743,-0.03077606247209042,-0.026646402835104655,-0.028646882460685225,-0.018901924797741866,-0.0033603147071136256,0.009206848973784409,0.0050120761431835595,-0.007100645074937302,0.07518028100863978,0.0189105156799223,-0.08421273933250634,-0.060076404262269185,-0.08981494116001165,-0.05708073575123707,-0.08324198858502597,-0.08724201510102053,-0.040764029639780694,-0.0888619352439705,-0.07820399833866233,-0.004698639176854422,-0.006258184489400861,-0.006755048252380791,-0.006644004931653087,-0.002406414915367874,-0.003639161409296174,0.021735744494449274,0.003715978811043111,0.007576960987412331,0.00854307502234303,1.0,-0.047822557032585034,-0.030823963355239976,-0.040423623468744084,0.014141638479340852,0.008503894727390333,-0.014687574361664945,-0.006910043841955513,-0.007942364790274296,0.003812230404628966,0.007272690648994714,-0.006202092002877987,-0.010431699132940137,-0.010960930584219647,0.09906238913419078,-0.03669253471198013,-0.028646882460685225,0.0050120761431835595,0.0033294530968400048,0.0035623729826412993,0.00877056079438008,0.005485702688389199,-0.00984592831251347,0.013794022649946839,0.0023914768951377183,0.032302064771382547,0.004674737306254689,-0.003336089193634146,0.045396642714634367,-0.035305639831087574,-0.009342563334886918,-0.03452597393733872,-0.03507883233352487,-0.0832314260380053,-0.029595126336648413,-0.08272239200884195,-0.0806860643773351,-0.0003007074227649358
Packet Length Min,-0.005988330573086474,-0.08878492683020307,-0.122876437584853,0.060536833402853894,0.3195268166138624,0.00030848095466259624,-0.003602388118911171,0.031538576270112195,-0.001953758563565282,0.5527009652137419,0.5664999092651125,0.5666958932480656,-0.005414627293967407,-0.027851472394018056,-0.0069317773183561575,-0.021912660448930407,-0.02675297523279197,-0.0015493200029923805,-0.006821907682330465,0.4497497427150735,-0.050725701531806854,0.31999097286977074,0.5135338458193456,0.3347443596599921,0.3564087497856529,0.07860749434488716,0.3347815308915515,0.3478535905621711,-0.01927400563323164,-0.01752772374532602,-0.021259908738675448,-0.02038530845558145,-0.004769414344132779,-0.025726467563634496,-0.05525624468500128,0.011398771206365682,-0.009637934317718859,-0.006326952539526606,-0.047822557032585034,0.9999999999999998,0.5491216388225023,0.724901150955628,-0.22696231227448954,-0.1383189434398597,-0.008042313378010962,-0.007477980229957619,-0.1269157603839931,-0.0012825369048176493,-0.007725167675566482,0.01165295829153532,0.009055977364313338,0.010975681167825093,-0.23632973780702546,0.7315325778575984,0.5666958932480656,-0.021912660448930407,0.013783570116556015,0.01339132357305539,-0.00047161253223066085,0.0009002803304990384,0.10885134580712495,-0.0023675283505623706,-0.0008608289139101585,-0.046522887152626646,-0.008357622930967068,0.02532158467749045,-0.11388028007820529,0.017003363478210513,-0.012555582085391669,0.013886294844681856,0.01980640183599845,0.31300332617651627,0.10213128863272547,0.31254452658974013,0.30564422553595194,-0.13205133762072757
Packet Length Max,-0.008567837632738771,-0.11879017748323427,-0.25845332424627243,0.06260717639922274,0.28212772914007256,-0.0007040724643832152,0.002737400319247903,0.029630516543830462,0.013700851351284413,0.9971444625263564,0.9560125743772476,0.9780541721364691,0.21330596921769063,0.0883377671875556,0.01930685385484095,0.07162392375428119,0.08184404792853603,0.01701502444286269,-0.013155828247314318,0.2209932526539166,0.08043954266574754,0.2094356588925092,0.18182047919487737,0.28641402035993024,0.206064387298998,0.08619535445331537,0.215255035108935,0.18755580235661248,0.027605856726491153,0.018533205516465076,0.03778408184834848,0.025420346830350257,-0.011966091769445976,-0.0025185167500544735,-0.0046293315259215715,0.02765435904683659,0.014928521279142659,-0.01283805242476382,-0.030823963355239976,0.5491216388225023,0.9999999999999999,0.956878653980244,0.6764490391009196,0.6517283590981183,0.03283182090960705,0.006790059186047221,-0.14041351055030044,0.016934063829620965,0.017204559016751175,0.03515482348734162,0.038932811853850315,0.04125561453688078,-0.08521171091283597,0.9507055400483778,0.9780541721364691,0.07162392375428119,0.016202337404820563,0.016920920923847758,0.0034475107754687803,-0.0013800087024672444,0.10051551316234332,0.0019497491760735028,0.005891168565997528,-0.013808440648999148,-0.011870005904042268,0.021706082468295602,-0.07397685156677336,0.08065488182523577,0.08852393430260279,0.09159926547926638,0.06835630732517624,0.1945838729798733,0.13083732230882805,0.21211969248536283,0.1746905085896088,-0.28715458404898025
Packet Length Mean,-0.0034015224945097553,-0.12814123481112955,-0.24664032887968487,0.016803984812523088,0.3130284479636142,-0.0008515039832847615,-0.0005662249739454942,0.03316046861851018,0.006964519942434952,0.9609968852225071,0.9678418675721716,0.9745288679198029,0.046552385579284976,-0.022437170753101615,-0.0006890538759477981,-0.010467014628020285,-0.023429854707102175,0.012028130657434175,-0.012721444194744254,0.3100122373963573,0.0642347178782694,0.26166428269385644,0.2854631266109984,0.3199191483542408,0.27987303006224423,0.0784203676487375,0.27021419606106845,0.2672649402966881,-0.025956232413109286,-0.025084210330577415,-0.025637141962908706,-0.02757252671519069,-0.011861349477530404,0.00017290916121345197,-0.012058856847327413,0.017995691885609726,0.001775157634059303,-0.012304056788076232,-0.040423623468744084,0.724901150955628,0.956878653980244,1.0,0.48017451216858864,0.48388544960152013,0.015913833745591424,0.002634462231788223,-0.12616384779208126,0.004562805771733608,0.003640480891593562,0.04673485159381889,0.04796033858171065,0.05061677119316441,-0.1496097180770706,0.9939129453662977,0.9745288679198029,-0.010467014628020285,0.015269323433084469,0.01499011510673366,0.0012561500567665823,-0.0010859237008921394,0.1161102145615996,-0.00022445416399932182,0.0033017958736368583,-0.07248010295350552,-0.015389665049044135,0.022305690340588765,-0.08471323538317918,0.06353829439345529,0.018124759318692913,0.06275875323111822,0.06295834069010542,0.25140853170354555,0.1246328684336364,0.2618736455973605,0.23624022098324826,-0.27142577747053936
Packet Length Std,0.0010183802992172531,-0.06259956665124519,-0.19332964760397295,-0.004492120461895837,-0.02807203134392655,-0.0016127400418197648,0.004526475625586365,0.0053088019175158785,0.015778036019735094,0.6729007007753217,0.6363603081665726,0.6547930368133911,0.1824656200123255,0.07445271495186154,0.030586493254115603,0.07313325480608222,0.06907097615056244,0.024068672274272805,-0.00915135975294676,-0.1633958821877495,0.08774445986797369,-0.08530733185184433,-0.23292227873713617,-0.036393361470645876,-0.10762091381457951,-0.013970632974716082,-0.09180377318647161,-0.10860295880030074,0.016874971470572372,0.015569841564547103,0.03172593913224276,0.020691526749806195,-0.010142665957102224,0.018134753485972634,0.04731828401518218,0.01175253375719339,0.01838069416977153,-0.009299313138467649,0.014141638479340852,-0.22696231227448954,0.6764490391009196,0.4801745121685886,1.0,0.9099164082886475,0.038163171657895324,-0.0021419921845872133,-0.03986223727444495,0.009362144363323464,0.01841287464895337,0.016242954847705788,0.024225312588417022,0.02553353885529699,0.15261377963641942,0.47896491683308234,0.6547930368133911,0.07313325480608222,0.006103842384283439,0.00639344846387916,0.004183892835501881,-0.002950583629215243,0.014662712625127326,0.0029197641632441426,0.00679672904615664,-0.005628070014228023,-0.008382142245758928,-0.002914221883198443,0.03284322894149191,0.02219907397760149,0.06565653927417585,0.03236639534852911,0.01163379404290419,-0.0883148119257086,0.02515531946404615,-0.07371987063214595,-0.09836352176503341,-0.2172000645065485
Packet Length Variance,-0.0011565754796142558,-0.13441773697495724,-0.11383446821387204,0.0005914868723788556,-0.02456157533238029,-0.0007730666750853001,0.004348566443600286,0.005584497297377597,0.017605117292924213,0.6503362184183146,0.6278679324384822,0.6410178929463739,0.13086314779946112,0.03469319044745862,0.031084141269815412,0.049393551341373604,0.026767847164827777,0.022097429928124437,-0.005391643090981769,-0.09794071894020363,0.048988099170019436,-0.055799813026493485,-0.1372678369421313,-0.02887825962684066,-0.06318924429056008,-0.02334999336822013,-0.0586349881224413,-0.059066670747387716,0.0016169943760209965,0.0007025938421691629,0.006811652324547694,0.002151577126844947,-0.006426257679993011,0.010814518681604391,0.030817489608159093,0.01316451244604991,0.01778671491854439,-0.005480597121015046,0.008503894727390333,-0.1383189434398597,0.6517283590981184,0.4838854496015201,0.9099164082886475,1.0,0.018132785577018733,-0.011443338103777513,-0.02259858034485549,0.009474656515898605,0.017968548459301407,0.003022647430597965,0.006258365182225172,0.008183380605980027,0.12012588613447611,0.4916225938005679,0.6410178929463739,0.049393551341373604,0.007949652925892864,0.008258232417556237,0.004821759768390095,-0.0017630003400776752,0.014720721177666091,0.0026219706918456545,0.007529300341309144,-0.013282708538220446,-0.005374019993740818,-0.0030674171776449593,0.02022684468892602,-0.025367187436794548,0.03374152454110109,-0.017461713483274133,-0.032296501021642485,-0.0564906727548481,0.016984145864872652,-0.04659727230436079,-0.06314913078343963,-0.12692636050574937
FIN Flag Count,-0.002109936208527026,-0.004133318108764944,0.023028681948957117,-0.06850736794911032,0.026396262068264106,-0.0008084791394974317,0.0025392259256310046,-0.0017165287478333841,0.007635606886327441,0.023965074278391407,0.01863778186935228,0.018759979679263683,0.026526101007237336,0.1455596415407734,0.012344609539452035,0.09406705696703199,0.14237118752516317,6.677719466850449e-05,-0.00479537116057411,0.06233418179551878,0.07194297042789509,0.06964053422762187,0.04306482357620161,-0.04588006802412841,0.02812408102961948,-0.07768867580907686,0.005100365762040097,0.055326042777775926,0.099379575766532,0.07351968390408967,0.12326132561577813,0.11400519264313773,-0.0034416392189696153,-0.12638648677130593,-0.12497165729893998,0.010223941968376123,0.011652556141533866,-0.004643741699761741,-0.014687574361664945,-0.008042313378010963,0.03283182090960704,0.015913833745591424,0.038163171657895324,0.018132785577018733,1.0,-0.04072243491006895,-0.15806525376811323,0.005540609618009333,0.011610623034090014,-0.10107155235451039,-0.0925479603363183,-0.09372755984301148,-0.05784610679108438,0.019696755410725377,0.018759979679263683,0.09406705696703199,0.0027113235145342913,0.003484760263812106,0.001957777156837514,2.195729382704399e-05,0.006469906408924549,0.0033588032044111586,0.003550562600537824,0.08637189050373657,0.0028468110893873797,-0.001979224333125814,0.03352492282435658,-0.02449119764614517,-0.022873767226630957,-0.026759355727618294,-0.02157524905833585,0.06399304243496562,0.014269656780359054,0.0588993549465429,0.06476348463161549,-0.006294116094523102
